priority,kind,ownerId,variant,status,source,target,promptFile,variantDirective
3,background,LOC_ZH_PARK_001,NIGHT,waiting_for_source,visual_sources/backgrounds/LOC_ZH_PARK_001_NIGHT.png,chinese_course/media/backgrounds/LOC_ZH_PARK_001_NIGHT.webp,chinese_course/media/prompts/locations/LOC_ZH_PARK_001.txt,same exact architecture/camera; nighttime practical lighting only
3,background,LOC_ZH_PARK_001,RAIN,waiting_for_source,visual_sources/backgrounds/LOC_ZH_PARK_001_RAIN.png,chinese_course/media/backgrounds/LOC_ZH_PARK_001_RAIN.webp,chinese_course/media/prompts/locations/LOC_ZH_PARK_001.txt,same exact architecture/camera; rainy weather and wet surfaces only
3,background,LOC_ZH_PRIMARY_SCHOOL_001,HOLIDAY,waiting_for_source,visual_sources/backgrounds/LOC_ZH_PRIMARY_SCHOOL_001_HOLIDAY.png,chinese_course/media/backgrounds/LOC_ZH_PRIMARY_SCHOOL_001_HOLIDAY.webp,chinese_course/media/prompts/locations/LOC_ZH_PRIMARY_SCHOOL_001.txt,same exact architecture/camera; modest festive/holiday decor only
3,background,LOC_ZH_PRIMARY_SCHOOL_001,NIGHT,waiting_for_source,visual_sources/backgrounds/LOC_ZH_PRIMARY_SCHOOL_001_NIGHT.png,chinese_course/media/backgrounds/LOC_ZH_PRIMARY_SCHOOL_001_NIGHT.webp,chinese_course/media/prompts/locations/LOC_ZH_PRIMARY_SCHOOL_001.txt,same exact architecture/camera; nighttime practical lighting only
3,background,LOC_ZH_PRIMARY_SCHOOL_001,RAIN,waiting_for_source,visual_sources/backgrounds/LOC_ZH_PRIMARY_SCHOOL_001_RAIN.png,chinese_course/media/backgrounds/LOC_ZH_PRIMARY_SCHOOL_001_RAIN.webp,chinese_course/media/prompts/locations/LOC_ZH_PRIMARY_SCHOOL_001.txt,same exact architecture/camera; rainy weather and wet surfaces only
3,background,LOC_ZH_TOWN_CENTER_001,HOLIDAY,waiting_for_source,visual_sources/backgrounds/LOC_ZH_TOWN_CENTER_001_HOLIDAY.png,chinese_course/media/backgrounds/LOC_ZH_TOWN_CENTER_001_HOLIDAY.webp,chinese_course/media/prompts/locations/LOC_ZH_TOWN_CENTER_001.txt,same exact architecture/camera; modest festive/holiday decor only
3,background,LOC_ZH_TOWN_CENTER_001,NIGHT,waiting_for_source,visual_sources/backgrounds/LOC_ZH_TOWN_CENTER_001_NIGHT.png,chinese_course/media/backgrounds/LOC_ZH_TOWN_CENTER_001_NIGHT.webp,chinese_course/media/prompts/locations/LOC_ZH_TOWN_CENTER_001.txt,same exact architecture/camera; nighttime practical lighting only
3,background,LOC_ZH_TOWN_CENTER_001,RAIN,waiting_for_source,visual_sources/backgrounds/LOC_ZH_TOWN_CENTER_001_RAIN.png,chinese_course/media/backgrounds/LOC_ZH_TOWN_CENTER_001_RAIN.webp,chinese_course/media/prompts/locations/LOC_ZH_TOWN_CENTER_001.txt,same exact architecture/camera; rainy weather and wet surfaces only
3,background,LOC_ZH_TRAIN_001,HOLIDAY,waiting_for_source,visual_sources/backgrounds/LOC_ZH_TRAIN_001_HOLIDAY.png,chinese_course/media/backgrounds/LOC_ZH_TRAIN_001_HOLIDAY.webp,chinese_course/media/prompts/locations/LOC_ZH_TRAIN_001.txt,same exact architecture/camera; modest festive/holiday decor only
3,background,LOC_ZH_TRAIN_001,NIGHT,waiting_for_source,visual_sources/backgrounds/LOC_ZH_TRAIN_001_NIGHT.png,chinese_course/media/backgrounds/LOC_ZH_TRAIN_001_NIGHT.webp,chinese_course/media/prompts/locations/LOC_ZH_TRAIN_001.txt,same exact architecture/camera; nighttime practical lighting only
3,background,LOC_ZH_TRAIN_001,RAIN,waiting_for_source,visual_sources/backgrounds/LOC_ZH_TRAIN_001_RAIN.png,chinese_course/media/backgrounds/LOC_ZH_TRAIN_001_RAIN.webp,chinese_course/media/prompts/locations/LOC_ZH_TRAIN_001.txt,same exact architecture/camera; rainy weather and wet surfaces only
3,background,LOC_ZH_UNIVERSITY_001,HOLIDAY,waiting_for_source,visual_sources/backgrounds/LOC_ZH_UNIVERSITY_001_HOLIDAY.png,chinese_course/media/backgrounds/LOC_ZH_UNIVERSITY_001_HOLIDAY.webp,chinese_course/media/prompts/locations/LOC_ZH_UNIVERSITY_001.txt,same exact architecture/camera; modest festive/holiday decor only
3,background,LOC_ZH_UNIVERSITY_001,NIGHT,waiting_for_source,visual_sources/backgrounds/LOC_ZH_UNIVERSITY_001_NIGHT.png,chinese_course/media/backgrounds/LOC_ZH_UNIVERSITY_001_NIGHT.webp,chinese_course/media/prompts/locations/LOC_ZH_UNIVERSITY_001.txt,same exact architecture/camera; nighttime practical lighting only
3,background,LOC_ZH_UNIVERSITY_001,RAIN,waiting_for_source,visual_sources/backgrounds/LOC_ZH_UNIVERSITY_001_RAIN.png,chinese_course/media/backgrounds/LOC_ZH_UNIVERSITY_001_RAIN.webp,chinese_course/media/prompts/locations/LOC_ZH_UNIVERSITY_001.txt,same exact architecture/camera; rainy weather and wet surfaces only
3,background,LOC_ZH_WORKPLACE_001,HOLIDAY,waiting_for_source,visual_sources/backgrounds/LOC_ZH_WORKPLACE_001_HOLIDAY.png,chinese_course/media/backgrounds/LOC_ZH_WORKPLACE_001_HOLIDAY.webp,chinese_course/media/prompts/locations/LOC_ZH_WORKPLACE_001.txt,same exact architecture/camera; modest festive/holiday decor only
3,background,LOC_ZH_WORKPLACE_001,NIGHT,waiting_for_source,visual_sources/backgrounds/LOC_ZH_WORKPLACE_001_NIGHT.png,chinese_course/media/backgrounds/LOC_ZH_WORKPLACE_001_NIGHT.webp,chinese_course/media/prompts/locations/LOC_ZH_WORKPLACE_001.txt,same exact architecture/camera; nighttime practical lighting only
3,background,LOC_ZH_WORKPLACE_001,RAIN,waiting_for_source,visual_sources/backgrounds/LOC_ZH_WORKPLACE_001_RAIN.png,chinese_course/media/backgrounds/LOC_ZH_WORKPLACE_001_RAIN.webp,chinese_course/media/prompts/locations/LOC_ZH_WORKPLACE_001.txt,same exact architecture/camera; rainy weather and wet surfaces only
