kind,assetId,ownerId,speaker,voiceProfileId,source,target,channels,sampleRate,bitrateKbps,requiredForRelease
dialogue,DLG_ZH_HSK1_SC016_012,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_012.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_012.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_013,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_013.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_013.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_014,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_014.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_014.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_015,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_015.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_015.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_016,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_016.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_016.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_017,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_017.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_017.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_018,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_018.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_018.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_019,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_019.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_019.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_020,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_020.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_020.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_021,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_021.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_021.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_022,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_022.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_022.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_023,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_023.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_023.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_024,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_024.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_024.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_025,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_025.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_025.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_026,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_026.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_026.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_027,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_027.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_027.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_028,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_028.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_028.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_029,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_029.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_029.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_030,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_030.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_030.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_031,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_031.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_031.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_032,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_032.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_032.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_033,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_033.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_033.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_034,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_034.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_034.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_035,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_035.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_035.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_036,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_036.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_036.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_037,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_037.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_037.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_038,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_038.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_038.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_039,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_039.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_039.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_040,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_040.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_040.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_041,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_041.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_041.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_042,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_042.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_042.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_043,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_043.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_043.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_044,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_044.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_044.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_045,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_045.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_045.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_046,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_046.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_046.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_047,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_047.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_047.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_048,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_048.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_048.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_049,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_049.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_049.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_050,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_050.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_050.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_051,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_051.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_051.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_052,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_052.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_052.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_053,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_053.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_053.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_054,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_054.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_054.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_055,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_055.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_055.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_056,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_056.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_056.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_057,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_057.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_057.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_058,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_058.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_058.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_059,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_059.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_059.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_060,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_060.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_060.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_061,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_061.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_061.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_062,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_062.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_062.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_063,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_063.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_063.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_064,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_064.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_064.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_065,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_065.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_065.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_066,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_066.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_066.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_067,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_067.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_067.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_068,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_068.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_068.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_069,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_069.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_069.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_070,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_070.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_070.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_071,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_071.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_071.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_072,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_072.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_072.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_073,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_073.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_073.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_074,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_074.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_074.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_075,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_075.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_075.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_076,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_076.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_076.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_077,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_077.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_077.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_078,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_078.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_078.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_079,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_079.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_079.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_080,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_080.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_080.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_081,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_081.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_081.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_082,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_082.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_082.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_083,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_083.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_083.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_084,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_084.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_084.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_085,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_085.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_085.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_086,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_086.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_086.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_087,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_087.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_087.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_088,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_088.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_088.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_089,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_089.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_089.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_090,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_090.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_090.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_091,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_091.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_091.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_092,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_092.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_092.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_093,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_093.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_093.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_094,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_094.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_094.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_095,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_095.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_095.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_096,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_096.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_096.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_097,ZH_HSK1_SC016,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_097.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_097.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_098,ZH_HSK1_SC016,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_098.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_098.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_099,ZH_HSK1_SC016,邻居,VOICE_ZH_AUTO_E985EDCD56,audio_sources/dialogues/DLG_ZH_HSK1_SC016_099.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_099.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC016_100,ZH_HSK1_SC016,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC016_100.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC016_100.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_001,ZH_HSK1_SC017,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_001.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_001.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_002,ZH_HSK1_SC017,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_002.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_002.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_003,ZH_HSK1_SC017,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_003.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_003.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_004,ZH_HSK1_SC017,店员,VOICE_ZH_AUTO_93243940EA,audio_sources/dialogues/DLG_ZH_HSK1_SC017_004.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_004.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_005,ZH_HSK1_SC017,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_005.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_005.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_006,ZH_HSK1_SC017,张伟,VOICE_ZH_ZHANGWEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_006.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_006.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_007,ZH_HSK1_SC017,张乐乐,VOICE_ZH_ZHANGLELE_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_007.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_007.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_008,ZH_HSK1_SC017,店员,VOICE_ZH_AUTO_93243940EA,audio_sources/dialogues/DLG_ZH_HSK1_SC017_008.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_008.opus,1,24000,48,False
dialogue,DLG_ZH_HSK1_SC017_009,ZH_HSK1_SC017,刘梅,VOICE_ZH_LIUMEI_001,audio_sources/dialogues/DLG_ZH_HSK1_SC017_009.wav,chinese_course/media/audio/dialogues/DLG_ZH_HSK1_SC017_009.opus,1,24000,48,False
